Book Name,Author,Rating,Customers_Rated,Price
Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,-1,0,$21.74
"Siege and Storm (The Shadow and Bone Trilogy, 2)",Leigh Bardugo,4.4 out of 5 stars,"5,191",$9.89
Fault Lines: The Social Justice Movement and Evangelicalism's Looming Catastrophe,Voddie T. Baucham Jr.,4.9 out of 5 stars,734,$15.86
Sooley: A Novel,John Grisham,-1,0,$18.06
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8 out of 5 stars,"49,258",$7.59
The Crown of Gilded Bones (Blood And Ash Series),Jennifer L. Armentrout,4.8 out of 5 stars,"1,536",$13.44
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9 out of 5 stars,"28,650",$5.00
"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are",Megan Logan MSW LCSW,4.7 out of 5 stars,"2,493",$9.59
Woman Evolve: Break Up with Your Fears and Revolutionize Your Life,Sarah Jakes Roberts,5.0 out of 5 stars,520,$16.01
"Ruin and Rising (The Shadow and Bone Trilogy, 3)",Leigh Bardugo,4.5 out of 5 stars,"4,712",$9.89
We Were Liars,E. Lockhart,4.6 out of 5 stars,"22,022",$5.99
The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step,Jeffrey Eisner,4.7 out of 5 stars,"18,429",$10.78
"Unsettled: What Climate Science Tells Us, What It Doesn’t, and Why It Matters",Steven E. Koonin,-1,0,$22.46
They Both Die at the End,Adam Silvera,4.7 out of 5 stars,"9,541",$8.37
Rand McNally 2021 Large Scale Road Atlas (Rand McNally Road Atlas),Rand McNally,4.8 out of 5 stars,"14,551",$17.96
Goodnight Moon,Margaret Wise Brown,4.9 out of 5 stars,"16,516",$5.00
Greenlights,Matthew McConaughey,4.7 out of 5 stars,"35,073",$16.95
"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Dr. Nicole LePera,4.8 out of 5 stars,"1,854",$16.79
Madoff Talks: Uncovering the Untold Story Behind the Most Notorious Ponzi Scheme in History,Jim Campbell,-1,0,$23.09
My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6 out of 5 stars,"21,309",$14.97
Untamed,Glennon Doyle,4.6 out of 5 stars,"47,367",$15.50
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8 out of 5 stars,"27,164",$18.75
Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.8 out of 5 stars,"16,506",$8.99
Untamed,Glennon Doyle,4.6 out of 5 stars,"47,367",$15.50
On the House: A Washington Memoir,John Boehner,4.3 out of 5 stars,613,$17.99
Where the Crawdads Sing,Delia Owens,4.8 out of 5 stars,"129,476",$9.98
"Unsettled: What Climate Science Tells Us, What It Doesn’t, and Why It Matters",Steven E. Koonin,-1,0,$22.46
Magnolia Table,Joanna Gaines,4.8 out of 5 stars,"22,618",$16.59
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series),Napoleon Hill,4.7 out of 5 stars,"47,238",$7.96
The Good Sister: A Novel,Sally Hepworth,4.5 out of 5 stars,"1,774",$16.79
A Gambling Man (An Archer Novel),David Baldacci,4.5 out of 5 stars,280,$17.40
"Jungle Night (comes with 2 free audio downloads, Yo-Yo Ma, cello) (Boynton on Board)",Sandra Boynton,4.6 out of 5 stars,143,$7.95
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9 out of 5 stars,"23,109",$4.59
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6 out of 5 stars,"48,667",$13.76
"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul…",Snoop Dogg,4.8 out of 5 stars,"15,950",$12.74
The Invisible Life of Addie LaRue,V. E. Schwab,4.6 out of 5 stars,"22,729",$16.19
"The Lighter Step-By-Step Instant Pot Cookbook: Easy Recipes for a Slimmer, Healthier You―With Photographs of Every Step",Jeffrey Eisner,4.9 out of 5 stars,539,$13.22
Midnight Sun,Stephenie Meyer,4.8 out of 5 stars,"69,901",$13.32
What to Expect When You're Expecting,Heidi Murkoff,4.8 out of 5 stars,"18,052",$9.89
The World Needs More Purple People,Kristen Bell,4.8 out of 5 stars,"7,675",$10.15
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7 out of 5 stars,"53,210",$8.89
"Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book)",Sherri Duskey Rinker,4.9 out of 5 stars,"12,990",$7.66
Vegetable Simple: A Cookbook,Eric Ripert,3.3 out of 5 stars,21,$21.00
The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition),Benjamin Graham,4.7 out of 5 stars,"22,819",$14.29
Grumpy Monkey,Suzanne Lang,4.8 out of 5 stars,"13,370",$6.97
The Date Night Cookbook,Ned Fulmer,-1,0,$26.99
From Blood and Ash (Blood And Ash Series),Jennifer L. Armentrout,4.7 out of 5 stars,"16,075",$14.25
"What Happened to You?: Conversations on Trauma, Resilience, and Healing",Oprah Winfrey,-1,0,$20.27
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8 out of 5 stars,"17,487",$7.53
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.7 out of 5 stars,"28,278",$8.51
Philip Roth: The Biography,Blake Bailey,4.4 out of 5 stars,49,$24.00
The Vanishing Half: A Novel,Brit Bennett,4.4 out of 5 stars,"57,706",$16.20
It Ends with Us: A Novel,Colleen Hoover,4.7 out of 5 stars,"14,525",$10.59
"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,4.7 out of 5 stars,"1,741",$21.00
Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),Monica Sweeney,4.7 out of 5 stars,"18,042",$8.99
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8 out of 5 stars,"14,208",$5.01
Think Again: The Power of Knowing What You Don't Know,Adam Grant,4.6 out of 5 stars,"2,916",$16.80
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8 out of 5 stars,"16,385",$13.19
"Six of Crows (Six of Crows, 1)",Leigh Bardugo,4.6 out of 5 stars,"9,522",$7.99
Beyond Order: 12 More Rules for Life,Jordan B. Peterson,4.9 out of 5 stars,"3,435",$17.40
"1984 (Signet Classics), Book Cover May Vary",George Orwell,4.7 out of 5 stars,"43,685",$7.48
Crying in H Mart: A Memoir,Michelle Zauner,4.4 out of 5 stars,17,$16.24
"Dude Perfect 101 Tricks, Tips, and Cool Stuff",Dude Perfect,-1,0,$18.42
Madam Speaker: Nancy Pelosi and the Lessons of Power,Susan Page,4.0 out of 5 stars,10,$23.79
"School Zone - Big Preschool Workbook - Ages 3 to 5, Colors, Shapes, Numbers 1-10, Early Math, Alphabet, Pre-Writing…",School Zone,4.8 out of 5 stars,"49,585",$7.79
Ocean Prey (A Prey Novel),John Sandford,4.7 out of 5 stars,"4,984",$18.98
The Complete Anti-Inflammatory Diet for Beginners: A No-Stress Meal Plan with Easy Recipes to Heal the Immune System,Dorothy Calimeris,4.4 out of 5 stars,"7,395",$11.64
A Promised Land,Barack Obama,4.9 out of 5 stars,"101,482",$23.23
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.7 out of 5 stars,"36,226",$14.99
"Goodbye, Again: Essays, Reflections, and Illustrations",Jonny Sun,4.6 out of 5 stars,6,$16.99
The Nightingale: A Novel,Kristin Hannah,4.8 out of 5 stars,"65,503",$8.18
Man's Search for Meaning,Viktor E. Frankl,4.7 out of 5 stars,"31,097",$8.39
Batman/Fortnite: Zero Point,Christos Gage,-1,0,$15.97
